SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,EdgeCount,Indegree,IsSingleNode,kineticLaw-,kineticLaw--units,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,Outdegree,PartnerOfMultiEdgedNodePairs,Radiality,sbml charge,sbml compartment,sbml id,sbml initial amount,sbml initial concentration,sbml type,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
303981,7.43796558,8.07E-04,0.13444537,0,5,14,5,5,FALSE,0,mmol_per_gDW_per_hr,"ATP:1D-myo-Inositol 1,4,5,6-tetrakisphosphate phosphotransferase, nucleus",6.4,5,0,0,0,0.64233525,,,R_AMITKPn,,,reaction,TRUE,0,"ATP:1D-myo-Inositol 1,4,5,6-tetrakisphosphate phosphotransferase, nucleus",6040972,0.3
295261,4.39712304,0.00123155,0.22742143,0,12,11,12,0,FALSE,,,Sodium,3.83333333,12,0,12,0,0.81127094,0,h,M_na1_h,NaN,NaN,species,TRUE,0,Sodium,2353654,0.12878788
294326,6.67814025,0,0.14974229,0,1,13,1,0,FALSE,,,3-Sulfino-L-alanine,4,1,0,1,0,0.68454776,0,m,M_3sala_m,NaN,NaN,species,TRUE,0,3-Sulfino-L-alanine,0,0
297149,5.92293861,0.00102722,0.16883511,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,ethanol transport output via diffusion,4.5,2,0,0,0,0.72650341,,,R_ETOHti,,,reaction,TRUE,0,ethanol transport output via diffusion,5446616,0.5
294639,5.36861033,0,0.18626794,0,1,11,1,0,FALSE,,,Citalopram N-oxide,6,1,0,1,0,0.75729943,0,c,M_citalo_c,NaN,NaN,species,TRUE,0,Citalopram N-oxide,0,0
294224,6.31903416,8.52E-05,0.15825203,0,2,13,2,0,FALSE,,,2-Methyl-1-hydroxypropyl-ThPP,4.5,2,0,2,0,0.7044981,0,m,M_2mhop_m,NaN,NaN,species,TRUE,0,2-Methyl-1-hydroxypropyl-ThPP,12903602,0.58333333
295124,7.70202928,4.21E-05,0.12983591,0,2,15,2,0,FALSE,,,Isovaleryl-CoA,4,2,0,2,0,0.62766504,0,m,M_ivcoa_m,NaN,NaN,species,TRUE,0,Isovaleryl-CoA,22116,0.5
294613,5.7636784,3.70E-07,0.17350031,0,2,13,2,0,FALSE,,,Carboxybiotin-carboxyl-carrier protein,6,2,0,2,0,0.7353512,0,h,M_cbtnCCP_h,NaN,NaN,species,TRUE,0,Carboxybiotin-carboxyl-carrier protein,2144,0.625
303067,4.01541228,0.00114519,0.24904043,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,CTP: phosphatidylethanolamine cytidylyltransferase,124.4,5,0,0,0,0.8324771,,,R_PETHCT,,,reaction,TRUE,0,CTP: phosphatidylethanolamine cytidylyltransferase,7332534,0.21611208
300764,4.0277421,0.00116455,0.24827806,0,6,10,6,6,FALSE,0,mmol_per_gDW_per_hr,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming), cytosol",98.83333333,6,0,0,0,0.83179211,,,R_GTHAMPOR,,,reaction,TRUE,0,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming), cytosol",4416692,0.17470238
300097,4.88106858,0.00100761,0.20487317,0,7,12,7,7,FALSE,0,mmol_per_gDW_per_hr,long-chain-fatty-acid-[acyl-carrier-protein] ligase (18:0),56.28571429,7,0,0,0,0.78438508,,,R_AACPS6,,,reaction,TRUE,0,long-chain-fatty-acid-[acyl-carrier-protein] ligase (18:0),51169614,0.19398496
294150,4.66529669,0.00259511,0.21434864,0,26,11,26,0,FALSE,,,"1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl, 18:1(11Z)/18:1(9Z))",4.34615385,26,0,26,0,0.79637241,0,c,M_12dgr18111Z1819Z_c,NaN,NaN,species,TRUE,0,"1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl, 18:1(11Z)/18:1(9Z))",22622558,0.07604895
294335,4.85075777,1.53E-04,0.20615336,0,4,11,4,0,FALSE,,,4-Aminobutanoate,4,4,0,4,0,0.78606901,0,m,M_4abut_m,NaN,NaN,species,TRUE,0,4-Aminobutanoate,1434222,0.33333333
294417,6.60621629,3.10E-06,0.15137258,0,2,13,2,0,FALSE,,,Aminoacetone,5.5,2,0,2,0,0.68854354,0,x,M_aact_x,NaN,NaN,species,TRUE,0,Aminoacetone,1858,0.5625
297073,3.80734652,0.00191695,0.26265011,0,7,10,7,7,FALSE,0,mmol_per_gDW_per_hr,"Thiosulfate porter, chloroplast",191.4285714,7,0,0,0,0.8440363,,,R_TSULth,,,reaction,TRUE,0,"Thiosulfate porter, chloroplast",17044364,0.25056391
294426,6.99614693,4.12E-06,0.14293582,0,2,13,2,0,FALSE,,,Acetyl-ACP,4.5,2,0,2,0,0.66688073,0,h,M_acACP_h,NaN,NaN,species,TRUE,0,Acetyl-ACP,11894,0.58333333
297578,4.76496275,0.0012331,0.20986523,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"Neutral amino acid transporter (ala-L), glyoxysomal",11.5,4,0,0,0,0.7908354,,,R_ALANA1tx,,,reaction,TRUE,0,"Neutral amino acid transporter (ala-L), glyoxysomal",1078670,0.2625
305684,5.2658618,2.07E-04,0.18990244,0,3,12,3,3,FALSE,0,mmol_per_gDW_per_hr,uroporphyrinogen I synthase,70.33333333,3,0,0,0,0.76300768,,,R_UPP1S,,,reaction,TRUE,0,uroporphyrinogen I synthase,1219480,0.33656958
304710,6.01952222,4.60E-04,0.16612614,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,"UDP-galactose:O-glycan 1,2-alpha-D-galactosyltransferase (4hproara(aragal)galara)",9.5,4,0,0,0,0.72113765,,,R_A2GALT6,,,reaction,TRUE,0,"UDP-galactose:O-glycan 1,2-alpha-D-galactosyltransferase (4hproara(aragal)galara)",2695454,0.425
295103,4.80503468,6.61E-06,0.20811504,0,5,11,5,0,FALSE,,,IDP,4.8,5,0,5,0,0.78860918,0,c,M_idp_c,NaN,NaN,species,TRUE,0,IDP,43898,0.34545455
295096,6.78551246,0,0.1473728,0,1,13,1,0,FALSE,,,Hexadecanal,3,1,0,1,0,0.67858264,0,c,M_hxdcal_c,NaN,NaN,species,TRUE,0,Hexadecanal,0,0
294412,4.78910866,5.80E-07,0.20880712,0,2,11,2,0,FALSE,,,6-Thioxanthine 5'-monophosphate,7.5,2,0,2,0,0.78949396,0,c,M_6txan5mp_c,NaN,NaN,species,TRUE,0,6-Thioxanthine 5'-monophosphate,2444,0.59090909
294473,6.22553301,9.10E-07,0.16062882,0,2,13,2,0,FALSE,,,Agmatine,4.5,2,0,2,0,0.70969261,0,m,M_agm_m,NaN,NaN,species,TRUE,0,Agmatine,854,0.58333333
294799,5.06396096,1.80E-07,0.19747388,0,2,11,2,0,FALSE,,,PP-Dol(-a1)GlcNAc,5,2,0,2,0,0.77422439,0,c,M_doldpglcnac_c,NaN,NaN,species,TRUE,0,PP-Dol(-a1)GlcNAc,68,0.66666667
297743,4.51682507,0.00186525,0.22139445,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"Asparagine/Na+ symporter, mitochondrial",40.8,5,0,0,0,0.80462083,,,R_ASNNA1tm,,,reaction,TRUE,0,"Asparagine/Na+ symporter, mitochondrial",37520478,0.22111111
298869,6.86873876,9.20E-07,0.14558714,0,2,14,2,2,FALSE,0,mmol_per_gDW_per_hr,tocopherol cyclase (delta),2.5,2,0,0,0,0.67395896,,,R_TCYD,,,reaction,TRUE,0,tocopherol cyclase (delta),160,0.5
294518,5.50629335,0,0.18161038,0,1,11,1,0,FALSE,,,Anserine,4,1,0,1,0,0.74965037,0,c,M_ans_c,NaN,NaN,species,TRUE,0,Anserine,0,0
296047,3.48317493,0.05557734,0.2870944,0,176,10,176,176,FALSE,0,mmol_per_gDW_per_hr,Biomass (autotrophic),14.24431818,176,0,0,0,0.86204584,,,R_Biomass_Chlamy_auto,,,reaction,TRUE,0,Biomass (autotrophic),785548800,0.01277176
295802,5.84844593,0,0.17098559,0,1,13,1,0,FALSE,,,Uroporphyrin I,5,1,0,1,0,0.73064189,0,h,M_upp1_h,NaN,NaN,species,TRUE,0,Uroporphyrin I,0,0
294250,6.63498587,1.14E-05,0.15071622,0,2,13,2,0,FALSE,,,(S)-3-Hydroxybutanoyl-CoA,4,2,0,2,0,0.68694523,0,x,M_3hbcoa_x,NaN,NaN,species,TRUE,0,(S)-3-Hydroxybutanoyl-CoA,282644,0.5
294148,5.4852299,5.80E-06,0.18230776,0,3,13,3,0,FALSE,,,"1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0)",4.66666667,3,0,3,0,0.75082056,0,h,M_12dgr18111Z160_h,NaN,NaN,species,TRUE,0,"1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0)",89820,0.40740741
300433,4.90161829,0.00101197,0.20401425,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,ATP:D-fructose 1-phosphotransferase,72.4,5,0,0,0,0.78324343,,,R_AF1PT,,,reaction,TRUE,0,ATP:D-fructose 1-phosphotransferase,14668886,0.27251908
307768,5.11533522,2.87E-04,0.19549061,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,p-hydroxyphenylpyruvate dioxygenase,32.25,4,0,0,0,0.77137027,,,R_HPPD,,,reaction,TRUE,0,p-hydroxyphenylpyruvate dioxygenase,506420,0.25406504
297660,5.2658618,5.60E-06,0.18990244,0,2,10,2,2,FALSE,0,mmol_per_gDW_per_hr,"4-aminobutanoate transport via diffusion, mitochondria",6,2,0,0,0,0.76300768,,,R_4ABUTtm,,,reaction,TRUE,0,"4-aminobutanoate transport via diffusion, mitochondria",64878,0.625
295662,4.43668122,7.67E-04,0.2253937,0,7,11,7,0,FALSE,,,Triacylglycerol (16:0/18:1(11Z)/16:0),77.71428571,7,0,7,0,0.80907327,0,c,M_tag16018111Z160_c,NaN,NaN,species,TRUE,0,Triacylglycerol (16:0/18:1(11Z)/16:0),9586524,0.41920375
294168,5.95068071,1.74E-04,0.168048,0,2,13,2,0,FALSE,,,1-Aminocyclopropane-1-carboxylate,3,2,0,2,0,0.72496218,0,h,M_1acpc_h,NaN,NaN,species,TRUE,0,1-Aminocyclopropane-1-carboxylate,261986,0.5
294558,4.86873876,3.94E-04,0.205392,0,2,11,2,0,FALSE,,,L-Aspartate 4-semialdehyde,3.5,2,0,2,0,0.78507007,0,c,M_aspsa_c,NaN,NaN,species,TRUE,0,L-Aspartate 4-semialdehyde,355378,0.5
304205,4.47829437,0.00162713,0.2232993,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,adenosylhomocysteinase,102.75,4,0,0,0,0.80676142,,,R_ADSH,,,reaction,TRUE,0,adenosylhomocysteinase,3442036,0.25248139
298969,3.85563833,9.54E-04,0.25936043,0,7,10,7,7,FALSE,0,mmol_per_gDW_per_hr,"Linoleoyl-CoA, hydrogen-donor:oxygen oxidoreductase",166.5714286,7,0,0,0,0.84135343,,,R_LNLCCOAOR,,,reaction,TRUE,0,"Linoleoyl-CoA, hydrogen-donor:oxygen oxidoreductase",16682532,0.23352811
294849,6.21166196,9.28E-05,0.16098751,0,3,13,3,0,FALSE,,,Ethanol,4.33333333,3,0,3,0,0.71046322,0,m,M_etoh_m,NaN,NaN,species,TRUE,0,Ethanol,66058,0.47619048
295487,4.97611097,0.00172863,0.20096015,0,2,11,2,0,FALSE,,,Phosphate,5,2,0,2,0,0.77910495,0,f,M_pi_f,NaN,NaN,species,TRUE,0,Phosphate,7982240,0.57142857
294595,5.78114565,2.44E-05,0.1729761,0,3,13,3,0,FALSE,,,Butyryl-ACP (n-C4:0ACP),5,3,0,3,0,0.7343808,0,h,M_butACP_h,NaN,NaN,species,TRUE,0,Butyryl-ACP (n-C4:0ACP),1748996,0.4
305236,6.05394297,5.22E-04,0.1651816,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,Prephenate:NAD+ oxidoreductase(decarboxylating),17.8,5,0,0,0,0.71922539,,,R_PPOR,,,reaction,TRUE,0,Prephenate:NAD+ oxidoreductase(decarboxylating),1003396,0.28
305572,4.62625225,0.00568556,0.21615769,0,9,12,9,9,FALSE,0,mmol_per_gDW_per_hr,heme oxygenase,87.22222222,9,0,0,0,0.79854154,,,R_HOXG,,,reaction,TRUE,0,heme oxygenase,87137860,0.20627326
298214,5.22630362,7.68E-04,0.19133982,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,"H2O transport by passive diffusion, Thylakoid Lumen",111,2,0,0,0,0.76520535,,,R_H2Othu,,,reaction,TRUE,0,"H2O transport by passive diffusion, Thylakoid Lumen",858710,0.5
303969,4.02517339,5.08E-04,0.2484365,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase",161.8,5,0,0,0,0.83193481,,,R_AMI3TP,,,reaction,TRUE,0,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase",2713544,0.27581475
308047,4.8137683,2.40E-04,0.20773746,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"branched-chain-amino-acid transaminase, glutamate forming",19.25,4,0,0,0,0.78812398,,,R_BCTA_LPAREN_glu_RPAREN_,,,reaction,TRUE,0,"branched-chain-amino-acid transaminase, glutamate forming",1218120,0.30932203
299702,6.25687131,5.36E-05,0.15982429,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),18.2,5,0,0,0,0.70795159,,,R_3OAS180,,,reaction,TRUE,0,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),132584,0.27301587
307038,5.80580529,2.06E-06,0.17224139,0,3,12,3,3,FALSE,0,mmol_per_gDW_per_hr,Lactoylglutathione lyase,3.33333333,3,0,0,0,0.73301082,,,R_LGTHL,,,reaction,TRUE,0,Lactoylglutathione lyase,2192,0.38888889
305124,4.01489854,0.00188813,0.2490723,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,Ribokinase (ribose),163,5,0,0,0,0.83250564,,,R_RBK,,,reaction,TRUE,0,Ribokinase (ribose),5313172,0.27504244
301388,4.74646802,2.14E-04,0.21068297,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,"digalactosyl-diacylglycerol galactohydrolase (18:2(9Z,12Z)/16:0)",61.75,4,0,0,0,0.79186289,,,R_DGDGGH1829Z12Z160,,,reaction,TRUE,0,"digalactosyl-diacylglycerol galactohydrolase (18:2(9Z,12Z)/16:0)",5613854,0.29066986
295543,6.45671718,4.11E-05,0.15487747,0,2,13,2,0,FALSE,,,Propenoyl-CoA,3.5,2,0,2,0,0.69684905,0,m,M_prpncoa_m,NaN,NaN,species,TRUE,0,Propenoyl-CoA,304932,0.5
295480,6.38838942,0,0.15653398,0,1,13,1,0,FALSE,,,Phenylpyruvate,4,1,0,1,0,0.70064503,0,h,M_phpyr_h,NaN,NaN,species,TRUE,0,Phenylpyruvate,0,0
295811,6.24556897,5.14E-04,0.16011351,0,3,13,3,0,FALSE,,,(-)-Ureidoglycolate,3.66666667,3,0,3,0,0.7085795,0,m,M_urdglyc_m,NaN,NaN,species,TRUE,0,(-)-Ureidoglycolate,18171242,0.44444444
297144,4.06524531,0.00192708,0.24598762,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,D-lactate transport out via proton symport,135.25,4,0,0,0,0.82970859,,,R_D_DASH_LACti,,,reaction,TRUE,0,D-lactate transport out via proton symport,10249198,0.25426136
298854,3.85615207,0.00188386,0.25932587,0,7,10,7,7,FALSE,0,mmol_per_gDW_per_hr,squalene monooxygenase,159.5714286,7,0,0,0,0.84132489,,,R_SMO,,,reaction,TRUE,0,squalene monooxygenase,15713548,0.22365505
307817,5.25815566,2.54E-04,0.19018075,0,3,12,3,3,FALSE,0,mmol_per_gDW_per_hr,"dihydroxy-acid dehydratase, 3-Methyl-2-oxobutanoate, chloroplast",71,3,0,0,0,0.7634358,,,R_DHAD_LPAREN_3mob_RPAREN_h,,,reaction,TRUE,0,"dihydroxy-acid dehydratase, 3-Methyl-2-oxobutanoate, chloroplast",624576,0.33492823
303282,3.89108657,7.12E-04,0.25699762,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"phospholipase D (18:1(11Z)/18:3(5Z,12Z,15Z))",187.4,5,0,0,0,0.83938408,,,R_PLPSD18111Z1835Z9Z12Z,,,reaction,TRUE,0,"phospholipase D (18:1(11Z)/18:3(5Z,12Z,15Z))",7195268,0.27172012
299973,5.35011559,0.00101077,0.18691185,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,trans-2-enoyl-CoA reductase (NADPH) (C10:0),35.8,5,0,0,0,0.75832691,,,R_ACOAR4m,,,reaction,TRUE,0,trans-2-enoyl-CoA reductase (NADPH) (C10:0),46008838,0.23673469
295519,5.78474184,1.14E-05,0.17286856,0,2,13,2,0,FALSE,,,Protoporphyrinogen IX,5,2,0,2,0,0.73418101,0,h,M_pppg9_h,NaN,NaN,species,TRUE,0,Protoporphyrinogen IX,1290530,0.66666667
306058,3.81864886,4.29E-04,0.26187273,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,ATP phosphohydrolase,266.4,5,0,0,0,0.8434084,,,R_ATPPH,,,reaction,TRUE,0,ATP phosphohydrolase,10667378,0.3510582
304200,4.32263036,3.56E-04,0.23134062,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"acireductone synthase, phosphate forming",133.5,4,0,0,0,0.81540942,,,R_ACRSP,,,reaction,TRUE,0,"acireductone synthase, phosphate forming",803116,0.30957944
296833,3.65116876,0.00879646,0.2738849,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"Vacuolar amino acid transporter (gln-L), chloroplast",199.5,4,0,0,0,0.85271285,,,R_GLNth,,,reaction,TRUE,0,"Vacuolar amino acid transporter (gln-L), chloroplast",325098714,0.26466667
295550,4.46236835,8.15E-05,0.22409625,0,4,9,4,0,FALSE,,,Putrescine,4.25,4,0,4,0,0.8076462,0,c,M_ptrc_c,NaN,NaN,species,TRUE,0,Putrescine,5977130,0.325
300335,5.50269715,7.48E-04,0.18172906,0,6,12,6,6,FALSE,0,mmol_per_gDW_per_hr,10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming),20,6,0,0,0,0.74985016,,,R_10FTHFGLULLm,,,reaction,TRUE,0,10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming),6113888,0.26388889
303217,3.88800411,4.38E-04,0.25720137,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,phospholipase A2 (18:1(9Z)/18:1(9Z)),189,5,0,0,0,0.83955533,,,R_PLPSA21819Z1819Z,,,reaction,TRUE,0,phospholipase A2 (18:1(9Z)/18:1(9Z)),7948566,0.27206946
294852,4.81428204,6.90E-07,0.20771529,0,2,11,2,0,FALSE,,,"D-Fructose 2,6-bisphosphate",4.5,2,0,2,0,0.78809544,0,c,M_f26bp_c,NaN,NaN,species,TRUE,0,"D-Fructose 2,6-bisphosphate",17096,0.58333333
303784,5.31672232,8.47E-04,0.18808581,0,5,12,5,5,FALSE,0,mmol_per_gDW_per_hr,2-hydroxy-3-oxopropionate reductase,44,5,0,0,0,0.76018209,,,R_HOXPRm,,,reaction,TRUE,0,2-hydroxy-3-oxopropionate reductase,58092932,0.28104575
297020,3.65681993,0.00801562,0.27346165,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"putrecine:proton antiporter (reversible), chloroplast",193.25,4,0,0,0,0.85239889,,,R_PTRCthr,,,reaction,TRUE,0,"putrecine:proton antiporter (reversible), chloroplast",313629030,0.25840054
296877,4.03236578,0.02403771,0.24799337,0,2,10,2,2,FALSE,0,mmol_per_gDW_per_hr,"H2O transport, chloroplast",297,2,0,0,0,0.83153523,,,R_H2Oth,,,reaction,TRUE,0,"H2O transport, chloroplast",87381736,0.5
299042,4.051888,5.01E-04,0.24679853,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,128.2,5,0,0,0,0.83045067,,,R_HBCO_LPAREN_nadp_RPAREN_,,,reaction,TRUE,0,3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,3867998,0.23775701
305113,4.66889288,6.78E-04,0.21418354,0,4,12,4,4,FALSE,0,mmol_per_gDW_per_hr,6-phosphogluconolactonase,114.25,4,0,0,0,0.79617262,,,R_PGLh,,,reaction,TRUE,0,6-phosphogluconolactonase,10173292,0.28454774
297183,4.50655022,0.00124292,0.22189922,0,2,10,2,2,FALSE,0,mmol_per_gDW_per_hr,"H2O transport, extracellular",197,2,0,0,0,0.80519165,,,R_H2Ot,,,reaction,TRUE,0,"H2O transport, extracellular",16236234,0.5
295036,4.26920113,0.07321959,0.23423586,0,205,11,205,0,FALSE,,,H2O,5.64390244,205,0,205,0,0.81837771,0,h,M_h2o_h,NaN,NaN,species,TRUE,0,H2O,710352948,0.01640955
295673,4.44438736,2.11E-04,0.22500289,0,5,11,5,0,FALSE,,,"Triacylglycerol (16:0/18:1(9Z)/18:4(5Z,9Z,12Z,15Z))",107,5,0,5,0,0.80864515,0,c,M_tag1601819Z1845Z9Z12Z15Z_c,NaN,NaN,species,TRUE,0,"Triacylglycerol (16:0/18:1(9Z)/18:4(5Z,9Z,12Z,15Z))",3044452,0.59217877
294299,6.24145903,2.08E-05,0.16021895,0,2,13,2,0,FALSE,,,3-Oxododecanoyl-CoA,4.5,2,0,2,0,0.70880783,0,m,M_3oddcoa_m,NaN,NaN,species,TRUE,0,3-Oxododecanoyl-CoA,4684286,0.5
303674,7.9445158,4.54E-04,0.125873,0,4,14,4,4,FALSE,0,mmol_per_gDW_per_hr,"phosphoglycerate kinase, flagellar",2,4,0,0,0,0.61419357,,,R_PGKf,,,reaction,TRUE,0,"phosphoglycerate kinase, flagellar",1900888,0.33333333
295205,5.47752376,1.52E-05,0.18256425,0,5,13,5,0,FALSE,,,"Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)",6,5,0,5,0,0.75124868,0,h,M_mgdg1819Z160_h,NaN,NaN,species,TRUE,0,"Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)",177438,0.35714286
299240,6.71358849,2.37E-04,0.14895164,0,2,14,2,2,FALSE,0,mmol_per_gDW_per_hr,lycopene cyclase (delta-carotene producing),3,2,0,0,0,0.68257842,,,R_LCYD,,,reaction,TRUE,0,lycopene cyclase (delta-carotene producing),407558,0.5
294397,5.50886206,1.09E-04,0.18152569,0,2,11,2,0,FALSE,,,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,2.5,2,0,2,0,0.74950766,0,c,M_5mdru1p_c,NaN,NaN,species,TRUE,0,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,65246,0.5
295407,5.81145646,3.57E-04,0.1720739,0,3,13,3,0,FALSE,,,Phytyl diphosphate,4,3,0,3,0,0.73269686,0,h,M_pdp_h,NaN,NaN,species,TRUE,0,Phytyl diphosphate,2684052,0.33333333
295054,5.61109684,4.67E-04,0.17821828,0,5,13,5,0,FALSE,,,L-Homocysteine,4.6,5,0,5,0,0.74382795,0,h,M_hcys_DASH_L_h,NaN,NaN,species,TRUE,0,L-Homocysteine,2727042,0.24
294235,6.74955048,4.21E-04,0.14815801,0,2,13,2,0,FALSE,,,2-Phosphoglycolate,3,2,0,2,0,0.68058053,0,x,M_2pglyc_x,NaN,NaN,species,TRUE,0,2-Phosphoglycolate,390580,0.5
300169,7.53609042,3.96E-05,0.1326948,0,4,14,4,4,FALSE,0,mmol_per_gDW_per_hr,Octanoyl-CoA:oxygen 2-oxidoreductase,5,4,0,0,0,0.63688387,,,R_ACOA80OR,,,reaction,TRUE,0,Octanoyl-CoA:oxygen 2-oxidoreductase,225978,0.4
297419,5.78320062,1.87E-04,0.17291463,0,2,12,2,2,FALSE,0,mmol_per_gDW_per_hr,"Thiosulfate transport, extracellular",3,2,0,0,0,0.73426663,,,R_TSULt,,,reaction,TRUE,0,"Thiosulfate transport, extracellular",1578882,0.5
300223,5.23400976,6.84E-04,0.19105811,0,6,12,6,6,FALSE,0,mmol_per_gDW_per_hr,fatty acid omega-hydroxylase (12:0),50,6,0,0,0,0.76477724,,,R_FAH120,,,reaction,TRUE,0,fatty acid omega-hydroxylase (12:0),8944254,0.23004695
302633,3.88029797,5.39E-04,0.25771217,0,5,10,5,5,FALSE,0,mmol_per_gDW_per_hr,"triacylglycerol acylhydrolase (16:0/18:1(11Z)/18:3(5Z,9Z,12Z))",190.6,5,0,0,0,0.83998345,,,R_TAGAH16018111Z1835Z9Z12Z,,,reaction,TRUE,0,"triacylglycerol acylhydrolase (16:0/18:1(11Z)/18:3(5Z,9Z,12Z))",9472020,0.27047076
295000,6.51579759,4.15E-05,0.15347315,0,2,13,2,0,FALSE,,,GMP,3.5,2,0,2,0,0.6935668,0,n,M_gmp_n,NaN,NaN,species,TRUE,0,GMP,265166,0.625
297850,4.6570768,0.00114406,0.21472697,0,4,10,4,4,FALSE,0,mmol_per_gDW_per_hr,"Glutamate:Na+ symporter, mitochondrial",28,4,0,0,0,0.79682907,,,R_GLUNA1tm,,,reaction,TRUE,0,"Glutamate:Na+ symporter, mitochondrial",3925114,0.3
295068,6.23323915,1.11E-04,0.16043023,0,2,13,2,0,FALSE,,,Homogentisate,3.5,2,0,2,0,0.70926449,0,h,M_hgentis_h,NaN,NaN,species,TRUE,0,Homogentisate,162274,0.5
307223,3.8397123,0.00157816,0.26043618,0,9,10,9,9,FALSE,0,mmol_per_gDW_per_hr,dimethylbenzimidazole-riboflavin conversion,134.3333333,9,0,0,0,0.84223821,,,R_DBRC,,,reaction,TRUE,0,dimethylbenzimidazole-riboflavin conversion,16038854,0.18492834
296623,7.08810686,0,0.14108139,0,1,14,1,1,FALSE,0,mmol_per_gDW_per_hr, ,11,1,0,0,0,0.66177184,,,R_DM_photon490_LPAREN_s_RPAREN_,,,reaction,TRUE,0, ,0,0
298893,5.78885179,9.91E-04,0.17274583,0,3,12,3,3,FALSE,0,mmol_per_gDW_per_hr,"vitamin D3 synthesis (non-enzymatic, UV-light requiring)",4.66666667,3,0,0,0,0.73395268,,,R_VITD3S,,,reaction,TRUE,0,"vitamin D3 synthesis (non-enzymatic, UV-light requiring)",19509496,0.33333333
294723,4.19727716,0.00130013,0.23824969,0,7,11,7,0,FALSE,,,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z)-hexadecenoyl, 18:2(9Z,12Z)/16:1(7Z))",79.28571429,7,0,7,0,0.82237349,0,h,M_dgdg1829Z12Z1617Z_h,NaN,NaN,species,TRUE,0,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z)-hexadecenoyl, 18:2(9Z,12Z)/16:1(7Z))",44915118,0.43014129
294344,7.01053172,1.39E-06,0.14264253,0,4,13,4,0,FALSE,,,Hyp(4-b1)Ara(2-b1)Ara,4,4,0,4,0,0.66608157,0,g,M_4hproaraara_g,NaN,NaN,species,TRUE,0,Hyp(4-b1)Ara(2-b1)Ara,308,0.42857143
294610,4.79373234,9.61E-06,0.20860572,0,3,11,3,0,FALSE,,,Carbamoyl phosphate,5.66666667,3,0,3,0,0.78923709,0,c,M_cbp_c,NaN,NaN,species,TRUE,0,Carbamoyl phosphate,54268,0.38888889
